0;9,622870461;0;0;274,05
900;9,302956946;0;0;274,15
1800;13,16601073;0;0;273,75
2700;6,263348903;0;0;273,65
3600;6,822153422;0;0;273,95
4500;7,01983161;0;0;273,75
5400;9,014893153;0;0;274,25
6300;4,826934431;0;0;273,75
7200;2,286725758;0;0;274,25
8100;3,483841319;0;0;274,45
9000;2,806768365;0;0;274,65
9900;2,491795525;0;0;274,75
10800;4,233054506;0;0;274,95
11700;7,666900896;0;0;274,95
12600;3,90621065;0;0;274,95
13500;9,573250476;0;0;274,95
14400;8,546165493;0;0;274,75
15300;11,54651914;0;0;274,75
16200;9,415459511;0;0;274,85
17100;2,249873629;0;0;274,85
18000;2,588564283;0;0;274,75
18900;4,71814506;0;0;274,65
19800;3,76286347;0;0;274,65
20700;2,812054649;0;0;274,65
21600;1,345336399;0;0;274,55
22500;0,689887858;0;0;274,45
23400;3,842962124;0;0;274,45
24300;6,212109112;0;0;274,45
25200;6,913818384;0;0;274,35
26100;4,082108195;0;0;274,45
27000;2,150207697;0;0;274,25
27900;6,09907094;0;0;274,25
28800;5,115854563;0;0;274,25
29700;4,341505835;0;0;274,25
30600;5,469870425;0;0;274,15
31500;5,842161301;0;0;274,15
32400;4,751081857;0;0;274,15
33300;6,302769619;0;0;274,15
34200;7,098918636;0;0;274,15
35100;7,30889372;0;0;274,25
36000;3,65;0;0;274,15
36900;4,789230912;0;0;274,25
37800;2,544412442;0;0;274,25
38700;5,557266964;0;0;274,25
39600;5,915748872;0;0;274,15
40500;4,679199397;0;0;274,05
41400;7,067715721;0;0;274,05
42300;2,957670846;0;0;274,05
43200;5,572523087;0;0;274,15
44100;6,375110454;0;0;274,25
45000;6,491091976;0;0;274,25
45900;5,752281896;0;0;274,25
46800;5,262278676;0;0;274,25
47700;5,662402492;0;0;274,15
48600;6,475265538;0;0;274,25
49500;4,71018231;0;0;274,25
50400;3,497156827;0;0;274,15
51300;4,764221528;0;0;274,25
52200;0,915883178;0;0;274,25
53100;4,877154255;0;0;274,25
54000;2,898264819;0;0;274,15
54900;3,894655186;0;0;274,15
55800;3,709120414;0;0;274,15
56700;4,924038765;0;0;274,15
57600;3,961072275;0;0;274,05
58500;1,960701278;0;0;273,95
59400;4,613647762;0;0;273,95
60300;3,654181831;0;0;273,95
61200;4,773705098;0;0;274,15
62100;6,105808069;0;0;274,25
63000;5,435139798;0;0;274,35
63900;5,469870425;0;0;274,25
64800;5,209390798;0;0;274,55
65700;5,991777209;0;0;274,85
66600;5,996344962;0;0;275,05
67500;4,635484448;0;0;275,35
68400;5,899101401;0;0;275,45
69300;5,885627897;0;0;275,55
70200;5,755336383;0;0;275,75
71100;7,789310371;0;0;275,95
72000;6,274384913;0;0;276,15
72900;2,614072356;0;0;276,35
73800;2,342917524;0;0;276,45
74700;8,820964589;0;0;276,55
75600;4,198777786;0;0;276,55
76500;5,720359251;0;0;276,55
77400;6,903786401;0;0;276,55
78300;7,111356052;0;0;276,75
79200;2,743435486;0;0;276,55
80100;4,014395834;0;0;276,55
81000;5,671444006;0;0;276,65
81900;6,583922732;0;0;276,75
82800;5,317961866;0;0;276,75
83700;5,37945137;0;0;276,75
84600;5,791600382;0;0;276,75
85500;5,811263768;0;0;276,85
86400;10,36274273;0;0;276,95
87300;2,904759747;0;0;277,05
88200;5,256413293;0;0;277,05
89100;7,094270054;0;0;277,15
90000;1,805941048;0;0;277,15
90900;5,429867747;0;0;277,25
91800;1,736422562;0;0;277,25
92700;1,626918436;0;0;277,35
93600;8,905573047;0;0;277,25
94500;2,783937294;0;0;277,15
95400;4,134715562;0;0;277,25
96300;4,799492388;0;0;277,15
97200;1,850847255;0;0;277,15
98100;1,698200059;0;0;277,05
99000;0,967428744;0;0;276,85
99900;1,736361858;0;0;276,85
100800;1,597563235;0;0;276,65
101700;1,754618224;0;0;276,65
102600;0,251276376;0;0;276,65
103500;5,619092805;0;0;276,45
104400;6,284653517;0;0;276,35
105300;0,183175847;0;0;276,15
106200;1,542690263;0;0;275,45
107100;2,683745817;0;0;275,35
108000;1,490461899;0;0;275,75
108900;2,414814566;0;0;275,55
109800;1,836861673;0;0;275,15
110700;2,316042979;0;0;275,05
111600;2,210901901;0;0;275,05
112500;2,370452017;0;0;274,85
113400;2,963065022;0;0;275,05
114300;3,497867895;0;0;275,05
115200;3,374656916;0;0;275,05
116100;3,172163597;0;0;275,15
117000;1,369406641;0;0;274,95
117900;1,374278057;0;0;274,75
118800;2,159579804;0;0;274,75
119700;2,067226306;0;0;274,75
120600;1,807007381;0;0;274,65
121500;1,382763677;0;0;274,65
122400;1,358414017;0;0;274,45
123300;1,699741082;0;0;274,55
124200;1,777839013;0;0;274,55
125100;1,975376681;0;0;274,75
126000;2,386852549;0;0;274,75
126900;1,283994843;0;0;274,95
127800;1,169756803;0;0;274,95
128700;4,299345089;0;0;274,75
129600;4,107753877;0;0;274,55
130500;3,088203564;0;0;274,45
131400;3,510497768;0;0;274,55
132300;4,258152696;0;0;274,75
133200;6,384409922;0;0;274,75
134100;8,861390939;0;0;274,75
135000;8,998957927;0;0;274,55
135900;8,739141373;0;0;274,55
136800;10,60576975;0;0;274,35
137700;6,758219124;0;0;274,15
138600;6,632705702;0;0;274,05
139500;6,695040511;0;0;274,15
140400;7,083158802;0;0;274,15
141300;7,847804177;0;0;274,45
142200;8,953605784;0;0;274,35
